ID,Kasutusotstarve,Kasutusotstarve_ID,Maakond,KOV,KOV_voi_LinnaOsa,Esmane_Kasutuselevotu_Aasta,Ajastu,Aeg,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Rummide_arv_vannitoata,Maksimaalne_Korruste_Arv,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Mitu otsaseina soojustatud?,Kande- ja jäigastavate konstruktsioonide materjal,Välisseina liik,Välisseina välisviimistluse materjal,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis,Aken/sein,Heated/6.25,A märgis/A arv(köetavast pinnast),Akende pindala vastavalt tubade arvule,A märgis/A arv(ktubade arv),kütte kommentaar
345,Muu kolme või enama korteriga elamu,11222,Harju maakond, Harku vald, Tabasalu alevik,1969,1961-1970,1950-1980,35,40,143,108,3,0,4,1,10.2,10,12.2,57.6,769.7,2385.4,764.2,1712.4,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,D,745.4,302.3,0.289,295.24,0.976650279,270,0.893152498,pole
352,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Kambja vald, Räni alevik,1975,1971-1980,1950-1980,90,90,360,270,5,0,6,1,15.5,15.5,0,0,1140,5894.3,1347.8,4754.3,suurpaneel,16,12,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu,bituumen või  PVC  plaat või rullmaterjal,kohtküte,1,0,0,1,0,1,B,2408,706,0.227,819.71,1.161057927,675,0.956090652,pole
355,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Haabersti linnaosa,1979,1971-1980,1950-1980,72,70,306,234,9,2,2,1,26.5,26.5,0,0,596,4825.7,985.7,4258,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,1,0,C,3141,663.5,0.174,734.14,1.106462594,585,0.881688018,pole
358,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1964,1961-1970,1950-1980,40,40,150,110,5,0,2,1,15.1,15,0,0,403,2088.3,468.9,1760,suurpaneel,4,0,2,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,D,926,281,0.233,303.45,1.079887103,275,0.978647687,pole
367,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1971,1971-1980,1950-1980,88,90,376,288,5,0,6,1,15.6,15.5,11.7,92.3,1102,5676.4,1323.8,4838.3,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,puudub,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,0,1,0,C,2016.6,747.9,0.271,834.19,1.115375926,720,0.962695548,pole
370,Muu kolme või enama korteriga elamu,12201,Tartu maakond, Tartu linn, Tartu linn,1971,1971-1980,1950-1980,119,120,510,391,5,0,8,1,15.6,15.5,0,0,1421,7416.9,1707.1,6219,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,betoon,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,B,2907.5,902.8,0.237,1072.24,1.187684293,977.5,1.082742579,pole
376,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1965,1961-1970,1950-1980,60,60,240,180,5,0,4,1,15,15,0,0,676,3534.8,844.5,2982,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,1350,576,0.299,514.14,0.892600575,450,0.78125,pole
380,Muu kolme või enama korteriga elamu,11222,Harju maakond, Saku vald, Saku alevik,1977,1971-1980,1950-1980,60,60,240,180,5,0,4,1,15.9,16,13.4,62.5,775,3967.3,927.8,3326,suurpaneel,12,8,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv. muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte. muu,1,0,0,1,0,0,C,1703.6,466.6,0.215,573.45,1.228993304,450,0.964423489,pole
382,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Põhja-Tallinna linnaosa,1966,1961-1970,1950-1980,90,90,398,308,5,0,6,1,15.6,15.5,0,0,1083,5685.5,1322.9,4797,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,2207,671,0.233,827.07,1.232591603,770,1.147540984,pole
391,Muu kolme või enama korteriga elamu,11222,Harju maakond, Saku vald, Saku alevik,1981,1981-1990,>1980,60,60,240,180,5,0,4,1,15,15,0,0,775,3951.5,915.7,3327,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,1703.6,466.6,0.215,573.62,1.229362815,450,0.964423489,pole
22,Muu kolme või enama korteriga elamu,11222,Harju maakond, Keila linn, Keila linn,1982 (2019),1981-1990,>1980,60,60,241,181,5,0,4,1,15.8,16,13.1,62.2,760,3942.6,674,3370,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,D,1680.1,523.9234,0.238,581.03,1.109006551,452.5,0.863675873,tõhus kaugküte
23,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Puhja alevik,1973 (2019),1971-1980,>1980,36,40,144,108,3,0,4,1,10.1,10,12.1,57.4,654,2375.6,592.2,1776.6,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,871.2,317.2,0.267,306.31,0.965669435,270,0.851197982,tõhus kaugküte
24,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Puhja alevik,1973 (2019),1971-1980,>1980,36,40,144,108,3,0,4,1,10.1,10,12.1,57.4,654,2375.6,591.6,1774.8,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,871.2,317.2,0.267,306.00,0.964691047,270,0.851197982,tõhus kaugküte
25,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Puhja alevik,1973 (2019),1971-1980,>1980,36,40,144,108,3,0,4,1,10.1,10,12.1,57.4,654,2375.6,592.2,1776.6,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,871.2,323,0.270,306.31,0.948329241,270,0.835913313,tõhus kaugküte
26,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Puhja alevik,1973 (2019),1971-1980,>1980,36,40,144,108,3,0,4,1,10.1,10,12.1,57.4,654,2375.6,592.2,1776.6,suurpaneel,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,871.2,317.2,0.267,306.31,0.965669435,270,0.851197982,tõhus kaugküte
294,Muu kolme või enama korteriga elamu,12721,Rapla maakond, Märjamaa vald, Märjamaa alev,1981,1981-1990,>1980,34,30,124,90,3,0,1,1,10.3,10.5,14,47,708,1691.9,271.3,1692,suurplokk,8,4,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kohtküte. lokaalküte,1,0,0,0,0,1,C,839,231,0.216,270.72,1.171948052,204.3,0.884415584,pole
388,Muu kolme või enama korteriga elamu,11222,Harju maakond, Keila linn, Keila linn,1979,1971-1980,1950-1980,6,10,27,21,3,0,1,1,10.4,10.5,9.9,15.6,151,469.3,153.5,469,suurplokk,4,0,0,tellis. monteeritav raudbetoon. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,tellis. väikeplokk. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),keraamiline tellis. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,231,56.6,0.197,75.04,1.325795053,47.67,0.842226148,pole
11,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1962,1961-1970,1950-1980,18,20,72,54,3,0,2,1,11.3,11.5,0,0,332,886,176.7,709,suurplokk,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,E,279,167,0.374,113.44,0.679281437,122.58,0.734011976,pole
157,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Põhja-Tallinna linnaosa,1962,1961-1970,1950-1980,32,30,136,104,4,0,2,1,15.3,15.5,0,0,440,1753.2,411.3,1454,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu,muu,kaugküte,0,1,0,0,0,1,D,813,319,0.282,232.64,0.729278997,236.08,0.740062696,pole
69,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1965,1961-1970,1950-1980,16,20,67,51,2,0,2,1,7.3,7.5,12.2,39.6,465,1197.2,446.9,776.1,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,muu. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,0,1,1,A,543,127,0.190,124.18,0.97776378,115.77,0.911574803,pole
342,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Tori vald, Sauga alevik,1983,1981-1990,>1980,12,10,60,48,3,0,2,1,12,12,11.6,35,350,1001.5,284.8,796,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,kaugküte,0,1,0,0,0,1,D,537,150,0.218,127.36,0.849066667,108.96,0.7264,pole
220,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1966,1961-1970,1950-1980,40,40,170,130,5,0,2,1,16.3,16.5,0,0,445,2097,103.2,1776,suurplokk,4,0,0,muu,muu,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,0,0,1,B,1144,359,0.239,284.16,0.791532033,295.1,0.822005571,pole
324,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1964,1961-1970,1950-1980,32,30,136,104,4,0,2,1,13.5,13.5,11.3,41.3,444,1776.4,278.1,1440,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,0,0,1,A,712.9,302.9,0.298,230.40,0.760647078,236.08,0.779399142,pole
214,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1965,1961-1970,1950-1980,40,40,170,130,5,0,2,1,16.8,17,13.3,41.3,464,2093.5,421.9,1777.9,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,kaugküte,0,1,0,0,0,1,C,1136.5,365.3,0.243,284.46,0.778713386,295.1,0.807829181,pole
37,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Haage küla,1989,1981-1990,>1980,12,10,63,51,3,0,2,1,10.3,10.5,11.7,34.2,423,1203.7,302.2,959.3,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. fassaadiplaat (seal hulgas tsementkiudplaat),plekk,lokaalküte. kohtküte,0,1,0,1,0,0,B,705.6,119.5,0.145,153.49,1.28441841,115.77,0.968786611,pole
64,Muu kolme või enama korteriga elamu,11222,Lääne maakond, Haapsalu linn, Uuemõisa alevik,1988,1981-1990,>1980,12,10,60,48,3,0,2,1,11.7,11.5,14,35,499,1250.1,169.7,967.1,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,0,0,1,C,566.3,144,0.203,154.74,1.074555556,108.96,0.756666667,pole
75,Muu kolme või enama korteriga elamu,12744,Lääne maakond, Haapsalu linn, Uuemõisa alevik,1987,1981-1990,>1980,12,10,52,40,3,0,2,1,10.7,10.5,11.4,33.1,374,986.5,167.8,705.6,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte,0,1,0,1,0,0,C,632.1,132.4,0.173,112.90,0.852688822,90.8,0.685800604,pole
341,Muu kolme või enama korteriga elamu,11222,Lääne maakond, Lääne-Nigula vald, Risti alevik,1987,1981-1990,>1980,12,10,51,39,3,0,2,1,13.1,13,11.8,32.7,365,1080,391.4,799.2,suurplokk,4,0,0,monoliitne raudbetoon. monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,info puudub,lokaalküte,0,1,0,1,0,0,D,680.8,122.4,0.152,127.87,1.044705882,88.53,0.723284314,pole
147,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Vinni vald, Vinni alevik,1986,1981-1990,>1980,12,10,64,52,3,0,2,1,11,11,0,0,383,1144.7,210.1,854.7,suurplokk,10,6,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,pole,kaugküte,0,1,0,1,0,0,C,655.8,125.9,0.161,136.75,1.086195393,118.04,0.9375695,pole
142,Muu kolme või enama korteriga elamu,11222,Rapla maakond, Rapla vald, Kuimetsa küla,1987,1981-1990,>1980,12,10,52,40,3,0,2,1,12.6,12.5,11.7,33.2,342,987.3,271.7,715.6,suurplokk,4,0,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. puit (vooder),plaatmaterjal (seal hulgas tsementkiudplaat),kohtküte. lokaalküte,0,1,0,0,0,0,D,815.8,105.3,0.114,114.50,1.087331434,90.8,0.862298196,pole
187,Muu kolme või enama korteriga elamu,11222,Põlva maakond, Põlva vald, Põlva linn,1992,1991-2000,>1980,12,10,66,54,3,0,2,1,11.8,12,0,0,552,1349.5,349,1083,suurplokk,12,8,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,1,0,1,D,673,157.1,0.189,173.28,1.102991725,122.58,0.780267346,pole
70,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Helme alevik,1983,1981-1990,>1980,12,10,51,39,3,0,2,1,10.6,10.5,9.9,33.7,329,1003.8,290.3,797.5,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte,0,1,0,0,0,0,D,547,154,0.220,127.60,0.828571429,88.53,0.57487013,pole
172,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Tõrva linn,1971,1971-1980,1950-1980,12,10,60,48,3,0,2,1,12,12,0,0,289,929.6,311.4,713,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,517,158,0.234,114.08,0.722025316,108.96,0.689620253,pole
375,Muu kolme või enama korteriga elamu,11222,Valga maakond, Otepää vald, Puka alevik,1985,1981-1990,>1980,12,10,60,48,3,0,2,1,12,12,10.1,33.3,332,1021.8,301.9,758,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,muu,lokaalküte,0,1,0,0,0,0,C,575,94.1,0.141,121.28,1.288841658,108.96,1.157917109,pole
58,Muu kolme või enama korteriga elamu,11222,Jõgeva maakond, Põltsamaa vald, Põltsamaa linn,1983,1981-1990,>1980,8,10,44,36,2,0,2,1,8.2,8,0,0,391,920.3,169,580.4,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,1,0,1,E,0,1,0,92.86,92.864,82.8,82.8,pole
52,Muu kolme või enama korteriga elamu,11222,Jõgeva maakond, Põltsamaa vald, Põltsamaa linn,1977,1971-1980,1950-1980,8,10,44,36,2,0,2,1,6.5,6.5,12.3,35.6,393,941.6,220.6,632.8,suurplokk,12,8,0,monteeritav raudbetoon,betoon,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,E,496.5,94.8,0.160,101.25,1.068016878,81.72,0.862025316,pole
59,Muu kolme või enama korteriga elamu,11222,Jõgeva maakond, Jõgeva vald, Sadala alevik,1982,1981-1990,>1980,12,10,64,52,3,0,2,1,12,12,0,0,462,1179.1,59.2,940.6,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,eterniit,kaugküte,0,1,0,1,0,0,E,623,180,0.224,150.50,0.836088889,118.04,0.655777778,pole
36,Muu kolme või enama korteriga elamu,11222,Harju maakond, Harku vald, Harkujärve küla,1988,1981-1990,>1980,8,10,34,26,2,0,2,1,8.2,8,11.7,33.1,374,785,235.4,785,suurplokk,12,8,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. muu,plekk,kohtküte. kaugküte,0,1,0,1,0,0,D,401,105,0.208,125.60,1.196190476,59.02,0.562095238,pole
93,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose alevik,1972,1971-1980,1950-1980,18,20,72,54,3,0,2,1,12,12,11.5,33,361,1131.3,337.9,793.4,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,mitmekihiline raudbetoonpaneel,krohv,eterniit,kaugküte,0,1,0,0,0,0,D,493.3,149.4,0.232,126.94,0.849692102,122.58,0.820481928,pole
179,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose alevik,1992,1991-2000,>1980,12,10,52,40,3,0,2,1,12.2,12,11.7,33.1,387,1107.3,399.7,822,suurplokk,4,0,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu,plekk,kaugküte. lokaalküte,0,1,0,1,0,0,B,677.8,189.29,0.218,131.52,0.69480691,90.8,0.479687252,pole
105,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose alevik,1974,1971-1980,1950-1980,15,20,66,51,3,0,2,1,11.1,11,11.3,33.3,376.3,1330,316.7,877.9,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte. kohtküte,0,1,0,0,0,0,B,574.8,137.4,0.193,140.46,1.022299854,115.77,0.842576419,pole
106,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose alevik,1974,1971-1980,1950-1980,15,20,66,51,3,0,2,1,11.1,11,11.3,33.3,376.3,1330,316.7,877.9,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kohtküte. kaugküte,0,1,0,0,0,0,A,574.8,137.4,0.193,140.46,1.022299854,115.77,0.842576419,pole
132,Muu kolme või enama korteriga elamu,11222,Harju maakond, Raasiku vald, Aruküla alevik,1976,1971-1980,1950-1980,8,10,44,36,2,0,2,1,7.6,7.5,14.5,35.1,397,949,357.4,652,suurplokk,4,0,0,tellis. monoliitne raudbetoon. monteeritav raudbetoon. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,tellis. väikeplokk. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kohtküte,1,0,0,0,0,1,E,455,109.7,0.194,104.32,0.950957156,81.72,0.744940747,pole
133,Muu kolme või enama korteriga elamu,11222,Harju maakond, Raasiku vald, Aruküla alevik,1976,1971-1980,1950-1980,8,10,44,36,2,0,2,1,7.6,7.5,14.5,35.1,397,945.3,357.7,652,suurplokk,4,0,0,tellis. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monoliitne raudbetoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,0,0,1,D,455,109.7,0.194,104.32,0.950957156,81.72,0.744940747,pole
274,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Oru küla,1987,1981-1990,>1980,12,10,64,52,3,0,2,1,11.2,11,0,0,490,1251.8,405.2,846.6,suurplokk,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte. lokaalküte,0,1,0,1,0,0,B,714,113.6,0.137,135.46,1.192394366,118.04,1.039084507,pole
44,Muu kolme või enama korteriga elamu,11222,Harju maakond, Saue vald, Riisipere alevik,1973,1971-1980,1950-1980,18,20,72,54,3,0,2,1,11.8,12,11.6,33,354,1106.8,341.2,831.6,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu,eterniit,kaugküte,0,1,0,0,0,0,G,0,1,0.000,133.06,133.056,124.2,124.2,pole
180,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose alevik,1992,1991-2000,>1980,12,10,52,40,3,0,2,1,12.2,12,11.7,33.1,387,1122,376.6,860,suurplokk,4,0,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu,plekk,lokaalküte. kaugküte,0,1,0,1,0,0,B,650,122.1,0.158,137.60,1.126945127,90.8,0.743652744,pole
242,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kesklinna linnaosa,1963,1961-1970,1950-1980,60,60,255,195,5,0,3,1,17.9,18,0,0,673,3191.4,673.7,2644.2,suurplokk,4,0,0,tellis,pole,krohv,pole,kaugküte. muu,0,1,0,0,0,1,D,1739.1,500.1,0.223,423.07,0.845974805,442.65,0.885122975,pole
279,Muu kolme või enama korteriga elamu,11222,Ida-Viru maakond, Jõhvi vald, Jõhvi linn,1988,1981-1990,>1980,24,20,105,81,3,0,3,1,11.5,11.5,15.6,44.5,574,1828.6,72.3,1372.3,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,kaugküte,0,1,0,1,0,0,C,779.5,202.2,0.206,219.57,1.085895153,183.87,0.909347181,pole
144,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1964,1961-1970,1950-1980,48,50,204,156,4,0,3,1,15,15,11.1,61,709,2561.2,258.9,2139,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,0,0,1,B,1036,423,0.290,342.24,0.809078014,354.12,0.837163121,pole
128,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Tori vald, Sauga alevik,1984,1981-1990,>1980,12,10,55,43,2,0,3,1,9.2,9,11.7,52.4,569,1192.9,439.3,810.7,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,1,0,0,C,522.3,126.7,0.195,129.71,1.023772691,97.61,0.770402526,pole
168,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Tõstamaa alevik,1975,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10.7,10.5,0,49,473.5,1245.2,358,1006,suurplokk,4,0,0,tellis. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,674.9,208.5,0.236,160.96,0.771990408,156.63,0.751223022,pole
27,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1980,1971-1980,1950-1980,40,40,107,80,3,0,3,0,9,9,16.1,48.4,724,1703,0,1703.3,suurplokk,8,4,0,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,737,199,0.213,272.53,1.369487437,181.6,0.912562814,tõhus kaugküte
350,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1963,1961-1970,1950-1980,34,30,136,102,4,0,3,1,15,15,11.3,41.4,454,1750.6,416.1,1457,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,kaugküte,0,1,0,0,0,1,C,1052.9,299.7,0.222,233.12,0.777844511,231.54,0.772572573,pole
77,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu vald, Kõrveküla alevik,1987,1981-1990,>1980,18,20,85,67,3,0,3,1,13.1,13,11.4,51.9,558.1,1677.1,137.9,1171.6,suurplokk,4,0,0,puit. monteeritav raudbetoon,muu,krohv,plaatmaterjal (seal hulgas tsementkiudplaat),lokaalküte,0,1,0,1,0,1,E,1084,247,0.186,187.46,0.758931174,152.09,0.615748988,pole
228,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1988,1981-1990,>1980,15,20,61,46,3,0,3,1,9.7,9.5,11.3,55.3,547,1207.3,264.9,942.4,suurplokk,10,6,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,1021.4,151.1,0.129,150.78,0.99790867,104.42,0.69106552,pole
